"";"X";"Name";"Platform";"Year_of_Release";"Genre";"Publisher";"NA_Sales";"EU_Sales";"JP_Sales";"Other_Sales";"Global_Sales";"Critic_Score";"Critic_Count";"User_Score";"User_Count";"Developer";"Rating";"Top_20_Devs";"Dev_Count"
"3623";3623;"Evil Dead: Hail to the King";"PS";"2000";"Adventure";"THQ";0,15;0,1;0;0,02;0,27;51;8;6,3;7;"Heavy Iron Studios";"M";0;20
"3624";3624;"Need for Speed: The Run";"Wii";"2011";"Action";"Electronic Arts";0,11;0,12;0,01;0,03;0,27;64;6;3,6;21;"Firebrand Games";"E10+";0;7
"3625";3625;"Dave Mirra Freestyle BMX: Maximum Remix";"PS";"2001";"Sports";"Acclaim Entertainment";0,15;0,1;0;0,02;0,27;67;11;8,1;7;"Z-Axis, Ltd.";"E";0;15
"3626";3626;"The Evil Within";"PC";"2014";"Action";"Bethesda Softworks";0,1;0,16;0;0,02;0,27;68;18;6,1;721;"Tango Gameworks";"M";0;3
"3627";3627;"Rock Revolution";"X360";"2008";"Misc";"Konami Digital Entertainment";0,25;0;0;0,02;0,27;38;28;5,1;17;"Zoe Mode, HB Studios Multimedia";"T";0;2
"3628";3628;"Dead Rising 2: Off the Record";"X360";"2011";"Action";"Capcom";0,17;0,08;0;0,02;0,27;72;48;7,4;60;"Capcom Vancouver";"M";0;4
"3629";3629;"WWII Aces";"Wii";"2008";"Simulation";"Destineer";0,25;0;0;0,02;0,27;41;7;5,4;18;"Arcade Moon";"T";0;1
"3630";3630;"Athens 2004";"PS2";"2004";"Sports";"Sony Computer Entertainment";0,13;0,1;0;0,03;0,27;61;57;7,4;13;"Eurocom Entertainment Software";"E";0;40
"3631";3631;"Pro Race Driver";"PS2";"2002";"Racing";"Codemasters";0,13;0,1;0;0,03;0,27;81;22;8,5;20;"Codemasters";"T";0;58
"3632";3632;"Baten Kaitos: Eternal Wings and the Lost Ocean";"GC";"2003";"Role-Playing";"Nintendo";0,21;0,05;0;0,01;0,27;80;48;8,5;59;"Monolith Soft";"T";0;7
"3633";3633;"Iron Man 2";"X360";"2010";"Action";"Sega";0,15;0,09;0;0,03;0,27;41;35;5,8;54;"Sega Studios San Francisco";"T";0;2
"3634";3634;"Disgaea 3: Absence of Detention";"PSV";"N/A";"Role-Playing";"Nippon Ichi Software";0,11;0,05;0,07;0,03;0,27;78;28;7,6;116;"Nippon Ichi Software";"T";0;22
"3635";3635;"Rocky: Legends";"PS2";"2004";"Action";"Ubisoft";0,13;0,1;0;0,03;0,27;65;24;8,6;12;"Venom Games";"T";0;5
"3636";3636;"The Warriors";"PSP";"2007";"Action";"Take-Two Interactive";0,23;0,01;0;0,02;0,27;81;36;7,8;21;"Rockstar Toronto, Rockstar Leeds";"M";1;1
"3637";3637;"RalliSport Challenge 2";"XB";"2004";"Racing";"Microsoft Game Studios";0,18;0,08;0;0,01;0,27;87;69;9,1;33;"Digital Illusions";"E";0;13
"3638";3638;"Pac-Pix";"DS";"2005";"Puzzle";"Namco Bandai Games";0,16;0;0,1;0,01;0,27;71;41;7,1;7;"Namco";"E";0;56
"3639";3639;"F1 Race Stars";"X360";"2012";"Racing";"Codemasters";0,07;0,17;0;0,02;0,27;64;33;5,9;22;"Codemasters";"E";0;58
"3640";3640;"Sing Party";"WiiU";"2012";"Misc";"Nintendo";0,13;0,12;0;0,02;0,27;60;21;5,4;18;"FreeStyleGames";"E10+";0;10
"3641";3641;"Wave Rally";"PS2";"2001";"Racing";"Eidos Interactive";0,13;0,1;0;0,03;0,27;62;17;4,5;NA;"Opus";"E";0;8
"3642";3642;"NHL 07";"X360";"2006";"Sports";"Electronic Arts";0,25;0;0;0,02;0,27;79;49;5,3;167;"EA Sports";"E10+";0;146
"3643";3643;"RollerCoaster Tycoon 3";"PC";"2004";"Strategy";"Atari";0,01;0,22;0;0,04;0,27;81;39;5,2;346;"Frontier Developments";"E";0;10
"3644";3644;"Ty the Tasmanian Tiger";"GC";"2002";"Platform";"Electronic Arts";0,21;0,05;0;0,01;0,27;69;12;8,5;15;"Krome Studios";"E";0;24
"3645";3645;"WWE Road to WrestleMania X8";"GBA";"2002";"Fighting";"THQ";0,19;0,07;0;0;0,27;73;10;7,5;6;"Natsume";"E";0;11
"3646";3646;"Fullmetal Alchemist 2: Curse of the Crimson Elixir";"PS2";"2004";"Role-Playing";"Square Enix";0,13;0,1;0;0,03;0,27;67;21;8,4;20;"Racjin";"T";0;11
"3647";3647;"NASCAR 06: Total Team Control";"XB";"2005";"Racing";"Electronic Arts";0,2;0,06;0;0,01;0,27;79;25;5,9;7;"EA Sports";"E";0;146
"3648";3648;"BloodRayne 2";"PS2";"2004";"Shooter";"THQ";0,13;0,1;0;0,03;0,27;70;26;8,5;21;"Terminal Reality";"M";0;21
"3649";3649;"Rory McIlroy PGA Tour";"XOne";"2015";"Action";"Electronic Arts";0,16;0,09;0;0,02;0,27;60;26;4,3;77;"EA Tiburon";"E";0;88
"3650";3650;"The Club";"X360";"2008";"Shooter";"Sega";0,15;0,1;0;0,02;0,27;76;63;6,8;43;"Bizarre Creations";"M";0;10
"3651";3651;"NHL 2002";"XB";"2001";"Sports";"Electronic Arts";0,2;0,06;0;0,01;0,27;89;17;8,8;5;"EA Sports";"E";0;146
"3652";3652;"LEGO The Hobbit";"XOne";"2014";"Action";"Warner Bros. Interactive Entertainment";0,13;0,12;0;0,02;0,27;69;20;6,8;36;"TT Games";"E10+";0;43
"3653";3653;"Lightning Returns: Final Fantasy XIII";"X360";"2013";"Role-Playing";"Square Enix";0,15;0,08;0,01;0,02;0,27;69;21;6,6;222;"Square Enix";"T";0;40
"3654";3654;"Shadow of Rome";"PS2";"2005";"Action";"Capcom";0,13;0,1;0;0,03;0,27;75;52;8,4;62;"Capcom";"M";0;128
"3655";3655;"NASCAR 2011: The Game";"PS3";"2011";"Racing";"Activision";0,25;0;0;0,02;0,27;62;16;4,4;15;"Eutechnyx";"E";0;19
"3656";3656;"Harry Potter and the Order of the Phoenix";"PS2";"2007";"Action";"Electronic Arts";0,13;0,1;0;0,03;0,27;61;17;5,6;28;"EA Games";"E10+";0;24
"3657";3657;"Transformers: Cybertron Adventures";"Wii";"2010";"Action";"Activision";0,14;0,1;0;0,02;0,27;41;15;6,5;8;"Next Level Games";"T";0;13
"3658";3658;"Stuntman: Ignition";"PS2";"2007";"Racing";"THQ";0,13;0,1;0;0,03;0,27;71;8;6,4;8;"Paradigm Entertainment";"T";0;11
"3659";3659;"Gun";"X360";"N/A";"Shooter";"Activision";0,24;0,01;0;0,02;0,27;75;53;7,5;57;"Neversoft Entertainment";"M";0;43
"3660";3660;"NHL 2K11";"Wii";"2010";"Sports";"Take-Two Interactive";0,23;0,02;0;0,02;0,27;62;12;5,8;4;"Visual Concepts";"E10+";0;69
"3661";3661;"Fantastic 4";"XB";"2005";"Action";"Activision";0,2;0,06;0;0,01;0,27;62;46;6,6;8;"7 Studios";"T";0;12
"3662";3662;"MotoGP";"PS2";"2000";"Racing";"Namco Bandai Games";0,06;0,05;0,14;0,02;0,27;77;16;6;5;"Namco";"E";0;56
"3663";3663;"Batman: Arkham Origins Blackgate";"3DS";"2013";"Action";"Warner Bros. Interactive Entertainment";0,16;0,09;0;0,02;0,27;68;7;6,7;38;"Armature Studio";"T";0;2
"3664";3664;"Shadows of the Damned";"PS3";"2011";"Action";"Electronic Arts";0,11;0,09;0,04;0,03;0,27;77;56;8,1;124;"Grasshopper Manufacture";"M";0;13
"3665";3665;"R.U.S.E.";"PC";"2010";"Strategy";"Ubisoft";0,04;0,19;0;0,04;0,27;76;33;8;176;"Eugen Systems";"T";0;3
"3666";3666;"Rock Revolution";"PS3";"N/A";"Misc";"Unknown";0,25;0;0;0,02;0,27;42;20;6,6;12;"Zoe Mode, HB Studios Multimedia";"T";0;2
"3667";3667;"NBA Live 2004";"GC";"2003";"Sports";"Electronic Arts";0,21;0,05;0;0,01;0,27;84;17;7,7;4;"EA Sports";"E";0;146
"3668";3668;"NFL Street 3";"PSP";"2006";"Sports";"Electronic Arts";0,24;0;0;0,02;0,27;68;13;8,3;NA;"EA Tiburon";"E";0;88
"3669";3669;"Reign of Fire";"PS2";"2002";"Shooter";"BAM! Entertainment";0,13;0,1;0;0,03;0,27;56;16;7;4;"Kuju Entertainment";"M";0;9
"3670";3670;"The Sims 2: Pets";"GC";"2006";"Simulation";"Electronic Arts";0,21;0,05;0;0,01;0,27;66;15;7,3;8;"Maxis";"T";0;42
"3671";3671;"Ultimate NES Remix";"3DS";"2014";"Action";"Unknown";0,15;0,09;0;0,02;0,27;69;16;7,7;32;"Indies Zero";"E";0;9
"3672";3672;"Tropico 4";"PC";"2011";"Strategy";"Kalypso Media";0,1;0,13;0;0,04;0,27;78;46;7,7;359;"Haemimont";"T";0;11
"3673";3673;"The BIGS";"X360";"2007";"Sports";"Take-Two Interactive";0,18;0,08;0;0;0,27;79;23;8,4;21;"Blue Castle Games";"E";0;13
"3674";3674;"Jurassic Park: Operation Genesis";"PS2";"2003";"Simulation";"Konami Digital Entertainment";0,13;0,1;0;0,03;0,27;75;13;8,8;21;"Blue Tongue Entertainment";"T";0;12
"3675";3675;"Knockout Kings 2002";"XB";"2002";"Sports";"Electronic Arts";0,2;0,06;0;0,01;0,27;78;20;7,9;7;"Electronic Arts";"T";0;68
"3676";3676;"InuYasha: Feudal Combat";"PS2";"2005";"Fighting";"Namco Bandai Games";0,13;0,1;0;0,03;0,27;52;14;8,3;21;"Eighting";"T";0;5
"3677";3677;"R.U.S.E.";"X360";"2010";"Strategy";"Ubisoft";0,12;0,11;0;0,02;0,27;78;45;7;38;"Eugen Systems";"T";0;3
"3678";3678;"Duel Masters";"PS2";"2004";"Strategy";"Atari";0,13;0,1;0;0,03;0,27;66;20;8,3;6;"High Voltage Software";"E";0;31
"3679";3679;"MotionSports: Adrenaline";"X360";"2011";"Sports";"Ubisoft";0,14;0,1;0;0,03;0,27;41;8;7,4;7;"Ubisoft Vancouver";"E";0;4
"3680";3680;"NBA 07";"PS3";"2006";"Sports";"Sony Computer Entertainment";0,24;0;0,01;0,02;0,27;63;24;6,3;10;"SCEA";"E";0;14
"3681";3681;"Call of Juarez: The Cartel";"X360";"2011";"Shooter";"Ubisoft";0,14;0,1;0;0,03;0,27;47;62;5,7;109;"Techland";"M";0;20
"3682";3682;"My Japanese Coach";"DS";"2008";"Misc";"Ubisoft";0,24;0;0;0,02;0,27;59;4;6,7;6;"Ubisoft, Sensory Sweep";"E";0;1
"3683";3683;"Need for Speed: Most Wanted";"DS";"2005";"Racing";"Electronic Arts";0,24;0,01;0;0,02;0,27;45;4;6,1;22;"EA Canada";"E";0;152
"3684";3684;"Section 8";"X360";"2009";"Shooter";"SouthPeak Games";0,15;0,09;0;0,02;0,27;69;49;7,3;59;"TimeGate Studios";"T";0;3
"3685";3685;"ESPN NBA Basketball";"XB";"2003";"Sports";"Sega";0,2;0,06;0;0,01;0,27;87;18;8,2;25;"Visual Concepts";"E";0;69
"3686";3686;"Lowrider";"PS2";"2002";"Misc";"Pacific Century Cyber Works";0,11;0,09;0,03;0,03;0,26;46;14;8,4;11;"Pacific Century Cyber Works";"T";0;1
"3687";3687;"Family Guy: Back to the Multiverse";"PS3";"2012";"Action";"Activision";0,12;0,1;0;0,04;0,26;40;9;6,5;31;"Heavy Iron Studios";"M";0;20
"3688";3688;"All-Pro Football 2K8";"X360";"2007";"Sports";"Take-Two Interactive";0,24;0;0;0,02;0,26;75;22;6,8;52;"Visual Concepts";"E10+";0;69
"3689";3689;"Fish Tycoon";"DS";"2007";"Simulation";"Majesco Entertainment";0,24;0;0;0,02;0,26;46;9;7;6;"LDW, Big Fish Games";"E";0;1
"3690";3690;"Plants vs. Zombies";"X360";"2010";"Strategy";"PopCap Games";0,24;0;0;0,02;0,26;89;27;8,2;160;"PopCap";"E10+";0;15
"3691";3691;"Batman: Return to Arkham";"PS4";"2016";"Action";"Warner Bros. Interactive Entertainment";0,07;0,16;0;0,04;0,26;73;28;8,1;79;"Rocksteady Studios, Virtuos";"T";0;2
"3692";3692;"Rune: Viking Warlord";"PS2";"2001";"Action";"Take-Two Interactive";0,13;0,1;0;0,03;0,26;53;16;7,6;11;"Human Head Studios";"M";0;3
"3693";3693;"The Incredible Hulk";"X360";"2008";"Action";"Sega";0,22;0,02;0;0,02;0,26;55;42;6,4;24;"Edge of Reality";"T";0;13
"3694";3694;"Panzer Dragoon Orta";"XB";"2002";"Shooter";"Sega";0,16;0,05;0,04;0,01;0,26;90;41;8,5;64;"Smilebit";"T";0;5
"3695";3695;"America's Test Kitchen: Let's Get Cooking";"DS";"2010";"Simulation";"Nintendo";0,25;0;0;0,02;0,26;87;4;5,6;9;"Indies Zero";"E";0;9
"3696";3696;"Suikoden Tierkreis";"DS";"2008";"Role-Playing";"Konami Digital Entertainment";0,09;0,01;0,15;0,01;0,26;76;24;7,8;37;"Konami";"E10+";0;103
"3697";3697;"Superman Returns";"X360";"2006";"Action";"Electronic Arts";0,23;0,01;0;0,02;0,26;51;48;6;49;"EA Tiburon";"T";0;88
"3698";3698;"Shin Megami Tensei: Devil Survivor";"DS";"2009";"Role-Playing";"Atlus";0,13;0;0,12;0,01;0,26;84;28;4,8;79;"Atlus";"T";0;17
"3699";3699;"Tearaway Unfolded";"PS4";"2015";"Platform";"Sony Computer Entertainment";0,09;0,13;0;0,04;0,26;81;70;8;188;"Media Molecule";"E";1;3
"3700";3700;"MLB SlugFest 2006";"PS2";"2006";"Sports";"Midway Games";0,13;0,1;0;0,03;0,26;56;11;7,5;10;"Blue Shift";"E10+";0;3
"3701";3701;"Etrian Odyssey II: Heroes of Lagaard";"DS";"2008";"Role-Playing";"Atlus";0,09;0;0,16;0,01;0,26;82;17;8,3;24;"Atlus";"E10+";0;17
"3702";3702;"The Incredible Hulk";"PS3";"2008";"Action";"Sega";0,22;0,02;0;0,02;0,26;55;26;6,9;20;"Edge of Reality";"T";0;13
"3703";3703;"Deadly Premonition";"X360";"2010";"Action";"Rising Star Games";0,18;0,06;0;0,02;0,26;68;39;8,3;332;"Access Games";"M";0;4
"3704";3704;"Ford Racing 3";"PS2";"2004";"Racing";"Take-Two Interactive";0,13;0,1;0;0,03;0,26;50;7;6,6;8;"Razorworks Studios";"E";0;2
"3705";3705;"The Adventures of Tintin: The Game";"PS3";"2011";"Action";"Ubisoft";0,06;0,15;0;0,05;0,26;59;27;5,7;13;"Ubisoft Montpellier";"E10+";0;19
"3706";3706;"Dragon Ball Z: Tenkaichi Tag Team";"PSP";"2010";"Fighting";"Namco Bandai Games";0,11;0,03;0,09;0,03;0,26;63;22;8,8;20;"Spike";"T";0;17
"3707";3707;"Etrian Odyssey Untold: The Millennium Girl";"3DS";"2013";"Role-Playing";"Atlus";0,1;0,01;0,14;0,01;0,26;80;41;8,1;89;"Atlus";"T";0;17
"3708";3708;"Final Fantasy V Advance";"GBA";"2006";"Role-Playing";"Nintendo";0;0;0,26;0,01;0,26;83;25;7,3;75;"TOSE";"E";0;34
"3709";3709;"Star Trek: Invasion";"PS";"2000";"Simulation";"Activision";0,15;0,1;0;0,02;0,26;76;12;7,5;NA;"Warthog";"E";0;9
"3710";3710;"Star Wars: Bounty Hunter";"GC";"2002";"Shooter";"LucasArts";0,2;0,05;0;0,01;0,26;67;20;7,6;16;"LucasArts";"T";0;21
"3711";3711;"Dynasty Warriors 7: Xtreme Legends";"PS3";"2011";"Action";"Tecmo Koei";0,04;0,04;0,16;0,02;0,26;64;11;7,7;9;"Omega Force";"T";0;69
"3712";3712;"Naruto: Ultimate Ninja Heroes";"PSP";"2006";"Fighting";"Namco Bandai Games";0,26;0;0;0;0,26;70;11;6,7;11;"Bandai";"T";0;12
"3713";3713;"Angry Birds Trilogy";"X360";"2012";"Action";"Activision";0,18;0,05;0;0,02;0,26;63;13;3,5;27;"Rovio Mobile, Rovio Entertainment";"E";0;2
"3714";3714;"Major League Baseball 2K9";"Wii";"2009";"Sports";"Take-Two Interactive";0,24;0;0;0,02;0,26;61;5;4,5;10;"2K Sports";"E";0;13
"3715";3715;"WWE 2K17";"XOne";"2016";"Sports";"Take-Two Interactive";0,12;0,12;0;0,02;0,26;68;12;5,5;27;"Yuke's";"T";0;48
"3716";3716;"Battlestations: Midway";"X360";"2007";"Strategy";"Eidos Interactive";0,21;0,02;0;0,02;0,26;73;55;7,1;40;"Eidos Interactive";"T";0;4
"3717";3717;"Riding Spirits";"PS2";"2002";"Racing";"BAM! Entertainment";0,13;0,1;0;0,03;0,26;59;14;8,5;17;"Spike";"E";0;17
"3718";3718;"Project CARS";"XOne";"2015";"Racing";"Slightly Mad Studios";0,11;0,13;0;0,02;0,26;81;16;5,8;135;"Slightly Mad Studios";"E";0;6
"3719";3719;"MLB 09: The Show";"PSP";"2009";"Sports";"Sony Computer Entertainment";0,24;0;0;0,02;0,26;78;12;6,9;7;"SCEA San Diego Studios";"E";0;25
"3720";3720;"Bust A Groove 2";"PS";"1999";"Misc";"Enix Corporation";0,04;0,03;0,18;0,02;0,26;66;8;8,8;35;"Metro";"E";0;2
"3721";3721;"Armored Core: Nexus";"PS2";"2004";"Simulation";"Indie Games";0,06;0,05;0,14;0,02;0,26;73;19;8,7;7;"From Software";"T";0;41
"3722";3722;"Evolution Skateboarding";"PS2";"2002";"Sports";"Konami Digital Entertainment";0,13;0,1;0;0,03;0,26;44;14;6,8;9;"Konami";"T";0;103
"3723";3723;"Outlaw Volleyball";"XB";"2003";"Sports";"TDK Mediactive";0,19;0,06;0;0,01;0,26;77;33;8,4;7;"Hypnotix";"M";0;2
"3724";3724;"Batman: Vengeance";"GC";"2001";"Adventure";"Ubisoft";0,2;0,05;0;0,01;0,26;70;17;5,8;16;"Ubisoft Montreal";"T";0;88
"3725";3725;"Spider-Man: Web of Shadows";"PS3";"2008";"Action";"Activision";0,2;0,04;0;0,02;0,26;67;44;7,7;34;"Treyarch, Shaba Games";"T";1;4
"3726";3726;"Legaia 2: Duel Saga";"PS2";"2001";"Role-Playing";"Eidos Interactive";0,13;0,1;0;0,03;0,26;67;21;8,4;43;"Prokion";"T";0;1
"3727";3727;"Crash Nitro Kart";"GC";"2003";"Racing";"Vivendi Games";0,2;0,05;0;0,01;0,26;66;10;7,8;8;"Vicarious Visions";"E";0;60
"3728";3728;"ExciteBots: Trick Racing";"Wii";"2009";"Racing";"Nintendo";0,24;0;0;0,02;0,26;77;29;8,6;26;"Monster Games Inc.";"E";0;7
"3729";3729;"Oddworld: Stranger's Wrath";"XB";"2005";"Adventure";"Electronic Arts";0,19;0,06;0;0,01;0,26;88;65;9,1;58;"Oddworld Inhabitants";"T";0;4
"3730";3730;"King of Fighters: Maximum Impact";"PS2";"2004";"Fighting";"Ignition Entertainment";0,13;0,1;0;0,03;0,26;64;45;6,4;12;"SNK Playmore";"T";0;19
"3731";3731;"Atelier Ayesha: The Alchemist of Dusk";"PS3";"2012";"Role-Playing";"Tecmo Koei";0,06;0,04;0,14;0,02;0,26;70;17;6,6;120;"Gust";"T";0;13
"3732";3732;"Battleborn";"PS4";"2016";"Shooter";"Take-Two Interactive";0,12;0,08;0,02;0,04;0,26;68;55;6,9;402;"Gearbox Software";"T";0;27
"3733";3733;"Drakan: The Ancients' Gates";"PS2";"2002";"Adventure";"Sony Computer Entertainment";0,13;0,1;0;0,03;0,26;78;31;9;39;"Surreal Software";"M";0;6
"3734";3734;"Resident Evil: Revelations";"X360";"2013";"Action";"Capcom";0,12;0,1;0,02;0,02;0,26;75;30;7,5;170;"Capcom";"M";0;128
"3735";3735;"Tony Hawk: Shred";"X360";"2010";"Sports";"Activision";0,17;0,06;0;0,02;0,26;53;10;6,6;10;"Robomodo";"E";0;6
"3736";3736;"Tokyo Jungle";"PS3";"2012";"Action";"Sony Computer Entertainment";0;0;0,26;0;0,26;74;60;8,4;89;"Crispy's";"T";0;1
"3737";3737;"Army of Two: The Devil's Cartel";"X360";"2013";"Shooter";"Electronic Arts";0,16;0,07;0;0,02;0,26;54;55;6,3;195;"Visceral Games";"M";0;13
"3738";3738;"Puppeteer";"PS3";"2013";"Platform";"Sony Computer Entertainment Europe";0,11;0,08;0,02;0,04;0,26;80;75;8,5;236;"SCE Japan Studio";"E10+";0;17
"3739";3739;"Tom Clancy's Splinter Cell: Double Agent";"PS3";"2007";"Action";"Ubisoft";0,2;0,03;0;0,03;0,26;78;17;6,5;41;"Ubisoft Shanghai";"M";0;23
"3740";3740;"Resident Evil: Deadly Silence";"DS";"2006";"Action";"Capcom";0,11;0,02;0,11;0,01;0,26;71;41;8,1;36;"Capcom";"M";0;128
"3741";3741;"Legendary";"X360";"2008";"Shooter";"Atari";0,08;0,15;0;0,03;0,26;47;39;7,1;87;"Spark Unlimited";"M";0;10
"3742";3742;"Peter Jackson's King Kong: The Official Game of the Movie";"X360";"2005";"Action";"Ubisoft";0,2;0,03;0;0,02;0,26;80;57;7,6;79;"Ubisoft Montpellier";"T";0;19
"3743";3743;"Rayman DS";"DS";"2005";"Platform";"Ubisoft";0,21;0,03;0;0,02;0,26;58;20;7,6;19;"DC Studios";"E";0;5
"3744";3744;"All-Star Baseball 2003";"XB";"2002";"Sports";"Acclaim Entertainment";0,19;0,06;0;0,01;0,26;79;15;8,1;7;"Acclaim";"E";0;25
"3745";3745;"MTX Mototrax";"PS2";"2004";"Racing";"Activision";0,13;0,1;0;0,03;0,26;77;30;8,1;9;"Left Field Productions";"E";0;5
"3746";3746;"NBA ShootOut 2004";"PS2";"2003";"Sports";"Sony Computer Entertainment";0,13;0,1;0;0,03;0,26;58;19;7,8;8;"989 Sports";"E";0;12
"3747";3747;"Nancy Drew: The Mystery of the Clue Bender Society";"DS";"2008";"Adventure";"Codemasters";0,24;0;0;0,02;0,26;46;5;3,6;5;"Gorilla Systems";"E10+";0;1
"3748";3748;"Castlevania: Harmony of Dissonance";"GBA";"2002";"Platform";"Konami Digital Entertainment";0,16;0,06;0,04;0;0,26;87;27;7,9;39;"KCET";"T";0;26
"3749";3749;"Formula One 2001";"PS2";"2001";"Racing";"Sony Computer Entertainment";0,13;0,1;0;0,03;0,26;73;18;6;5;"Studio Liverpool";"E";0;6
"3750";3750;"Pirates of the Caribbean: Dead Man's Chest";"DS";"2006";"Adventure";"Disney Interactive Studios";0,23;0,01;0;0,02;0,26;63;11;7,5;7;"Amaze Entertainment";"T";0;18
"3751";3751;"Baldur's Gate: Dark Alliance II";"XB";"2004";"Role-Playing";"Acclaim Entertainment";0,19;0,06;0;0,01;0,26;77;44;7,9;16;"Black Isle Studios";"T";0;4
"3752";3752;"Madden NFL 2005";"DS";"2004";"Sports";"Electronic Arts";0,24;0;0;0,02;0,26;68;25;7,7;7;"Exient Entertainment";"E";0;23
"3753";3753;"MVP Baseball 2004";"GC";"2004";"Sports";"Electronic Arts";0,2;0,05;0;0,01;0,26;89;25;8,5;11;"EA Sports";"E";0;146
"3754";3754;"Polarium";"DS";"2004";"Puzzle";"Nintendo";0,13;0,01;0,11;0,01;0,26;73;34;8,4;17;"Mitchell";"E";0;2
"3755";3755;"Super Street Fighter II: Turbo Revival";"GBA";"2001";"Fighting";"Ubisoft";0,18;0,07;0;0;0,25;84;17;7,8;10;"Capcom";"T";0;128
"3756";3756;"Secret Weapons Over Normandy";"XB";"2003";"Simulation";"LucasArts";0,19;0,05;0;0,01;0,25;77;31;8,8;4;"Totally Games";"T";0;4
"3757";3757;"The Elder Scrolls IV: Oblivion";"PC";"2006";"Role-Playing";"Take-Two Interactive";0,01;0,2;0;0,04;0,25;94;54;8,1;2454;"Bethesda Softworks";"M";1;4
"3758";3758;"Metroid Prime Pinball";"DS";"2005";"Misc";"Nintendo";0,21;0;0,02;0,02;0,25;79;51;7,9;32;"Fuse Games Limited";"E";0;2
"3759";3759;"Teen Titans";"PS2";"2006";"Action";"THQ";0,12;0,1;0;0,03;0,25;56;12;7,7;17;"Artificial Mind and Movement";"E10+";0;34
"3760";3760;"Madden NFL 08";"DS";"2007";"Sports";"Electronic Arts";0,23;0;0;0,02;0,25;71;11;8,5;NA;"Exient Entertainment";"E";0;23
"3761";3761;"Bomberman Generation";"GC";"2002";"Adventure";"Vivendi Games";0,15;0,04;0,06;0,01;0,25;81;19;8,4;15;"Hudson";"E";0;11
"3762";3762;"Sega Rally Revo";"PSP";"2007";"Racing";"Sega";0,03;0,15;0;0,07;0,25;74;14;7,3;9;"Bugbear";"E";0;11
"3763";3763;"Surfing H3O";"PS2";"2000";"Sports";"Take-Two Interactive";0,12;0,1;0;0,03;0,25;46;15;4;8;"Opus";"E";0;8
"3764";3764;"NASCAR 09";"X360";"2008";"Racing";"Electronic Arts";0,23;0;0;0,02;0,25;69;32;7,8;15;"EA Games";"E";0;24
"3765";3765;"NASCAR 09";"PS3";"2008";"Racing";"Electronic Arts";0,22;0,01;0;0,02;0,25;65;22;7,5;10;"EA Games";"E";0;24
"3766";3766;"Game of Thrones";"X360";"2012";"Role-Playing";"Focus Home Interactive";0,15;0,08;0;0,02;0,25;52;35;5,1;126;"Cyanide, Cyanide Studios";"M";0;3
"3767";3767;"Silent Hunter 5: Battle of the Atlantic";"PC";"2010";"Simulation";"Ubisoft";0;0,21;0;0,05;0,25;62;26;3,6;104;"Ubisoft Romania";"T";0;11
"3768";3768;"Amped 2";"XB";"2003";"Sports";"Microsoft Game Studios";0,2;0,04;0;0,01;0,25;80;34;7,7;20;"Indie Built";"E";0;3
"3769";3769;"Final Fantasy Crystal Chronicles: Echoes of Time";"Wii";"2009";"Role-Playing";"Square Enix";0,13;0,06;0,05;0,02;0,25;64;29;5,6;11;"Square Enix";"E10+";0;40
"3770";3770;"College Hoops 2K6";"PS2";"N/A";"Sports";"Unknown";0,12;0,1;0;0,03;0,25;77;14;7,3;6;"2K Sports";"E";0;13
"3771";3771;"NHL 08";"PS3";"2007";"Action";"Electronic Arts";0,16;0,06;0;0,03;0,25;86;23;6,9;23;"EA Canada";"E10+";0;152
"3772";3772;"The Legend of Legacy";"3DS";"2015";"Role-Playing";"FuRyu";0,12;0,01;0,1;0,02;0,25;67;31;7,1;54;"FuRyu";"E10+";0;5
"3773";3773;"Juiced 2: Hot Import Nights";"PS3";"2007";"Racing";"THQ";0,18;0,04;0,01;0,03;0,25;71;10;7,1;5;"Juice Games";"T";0;8
"3774";3774;"LEGO Star Wars III: The Clone Wars";"PC";"2011";"Action";"LucasArts";0,1;0,13;0;0,03;0,25;76;14;7,8;44;"Traveller's Tales";"E10+";0;68
"3775";3775;"The Powerpuff Girls: Chemical X-Traction";"PS";"2001";"Action";"BAM! Entertainment";0,14;0,1;0;0,02;0,25;30;6;6,3;4;"VIS Entertainment";"E";0;4
"3776";3776;"Dead or Alive Xtreme 2";"X360";"2006";"Sports";"Tecmo Koei";0,15;0,02;0,06;0,02;0,25;53;46;6,7;42;"Team Ninja";"M";0;17
"3777";3777;"PlayStation VR Worlds";"PS4";"2016";"Misc";"Sony Computer Entertainment";0,06;0,14;0,02;0,04;0,25;59;48;7,1;73;"Sony Interactive Entertainment";"M";0;2
"3778";3778;"Hunted: The Demon's Forge";"PS3";"2011";"Action";"Bethesda Softworks";0,12;0,08;0,02;0,03;0,25;57;34;6,3;70;"InXile Entertainment";"M";0;9
"3779";3779;"Men of Valor";"XB";"2004";"Shooter";"Vivendi Games";0,19;0,05;0;0,01;0,25;73;47;8;8;"2015";"M";0;1
"3780";3780;"Medal of Honor European Assault";"GC";"2005";"Shooter";"Electronic Arts";0,19;0,05;0;0,01;0,25;71;22;7,9;14;"EA LA";"T";0;16
"3781";3781;"Billy Hatcher and the Giant Egg";"GC";"2003";"Platform";"Sega";0,19;0,05;0;0,01;0,25;71;37;8,6;31;"Sonic Team";"E";0;38
